Source,Category,Headline,Link,Description,Date,Author
Lusaka Times,Health,Kitwe Teaching Eye Hospital urged to submit plans for expansion to Government,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Ministry of Health Permanent Secretary for Administration Christoper Simoonga has advised management at Kitwe Teaching Eye hospital to submit their plan on the expansion of the eye facility to the Ministry of health . Dr Simoonga says the government was eager to build its own specialised eye center that would help reduce on the current [&#8230;],"Tue, 16 May 2023 12:38:09 +0000",Chief Editor
Lusaka Times,Feature Politics,The manner in which the New Dawn Government manages the mining sector will be crucial in 2026 Elections,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Former Democratic Party interim President Gift Kalumba has said the manner in which the New Dawn Government manages the mining sector will be crucial as the people of Zambia decides the UPND&#8217;s fate in the 2026 General Election. Mr. Kalumba said mining especially in the Copperbelt and North Western Provinces is directly related to the [&#8230;],"Mon, 15 May 2023 16:59:51 +0000",Chief Editor
Lusaka Times,Health,The $25 million Chimwemwe Level one hospital works progress,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Ministry of Health Permanent Secretary in charge of Administration Christopher Simoonga is happy with the progress made so far at the construction of a $25 million United States Dollars level one hospital in Chimwemwe area of Kitwe District. Dr Simoonga said it is encouraging that the contractor will finish the project on time so that [&#8230;],"Sun, 14 May 2023 02:34:32 +0000",Chief Editor
Lusaka Times,Health,Doctors Defend Their Right to Have More Than One Job Amid Minister’s Attacks,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Zambia&#8217;s Othopeadic and Trauma Association has demanded an apology from Sylvia Masebo, the Minister of Health, following her verbal attack on health workers, including doctors, nurses, and pharmacists. The association is angered by Masebo&#8217;s confrontational approach and the erosion of public confidence in Zambia&#8217;s health system. The incident that sparked the outcry occurred on May [&#8230;]","Sat, 13 May 2023 14:44:19 +0000",Chief Editor
Lusaka Times,Health,Implementation of Zambia’s first ever five-year National Medical Oxygen Strategic Plan will cost US1.6 billion,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Minister of Health Sylvia T. Masebo has disclosed that the implementation of Zambia’s first ever five-year (2022-2026) National Medical Oxygen Strategic Plan (ZNMOSP) will cost US1.6 billion. Ms. Masebo on Thursday morning participated in a ground-breaking ceremony for the construction of a medical oxygen production plant at Kitwe Teaching Hospital in the Copperbelt province. At [&#8230;],"Thu, 11 May 2023 16:24:15 +0000",Chief Editor
Lusaka Times,General News,Kitwe plans to construct street kids’ rehabilitation centre,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Kitwe District Administration is working on modalities to construct a street kids rehabilitation centre. The centre which is expected to be used to transform the children from the streets is expected to have education, sports, counselling and skills training facilities for kids who will be withdrawn from the streets in Kitwe. This was agreed during [&#8230;]","Wed, 10 May 2023 03:01:32 +0000",Chief Editor
Lusaka Times,Sports,Chipepo Salutes Power Dynamos For Zambian  League Title Win,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Power Dynamos coach Mwenya Chipepo has saluted the underachieving Kitwe giant for finally winning the FAZ Super Division title with two matches left in the season. Power won Super League after thumping Forest Rangers 2-0 away in Ndola on Saturday to also qualify for the CAF Champions League. It is Power&#8217;s first league title since [&#8230;],"Tue, 09 May 2023 05:30:32 +0000",sports
Lusaka Times,Headlines,Lusaka-Ndola Road works to commence before  August this year – Milupi,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Minister of Infrastructure, Urban and Housing Development, Charles Milupi has disclosed that works on the Ndola-Lusaka Dual-Carriage Way Road project will commence before August this year. Speaking in an interview with ZANIS Kitwe today, Mr. Milupi said the delay in the commencement of the project has been caused by the provisions of the laws under [&#8230;]","Mon, 08 May 2023 17:20:12 +0000",Chief Editor
Lusaka Times,Economy,"FNB, KUPES ink youth mentorship pact",https://www.lusakatimes.com/search/kitwe/feed/rss2/,By BENEDICT TEMBO First National Bank (FNB) Zambia has announced one-year partnerships with KUPES Young Women’s Network and Posterity Solutions aimed at accelerating youth mentorship and empowerment initiatives. KUPES is a non-profit organisation founded in 2014 devoted to the development of young women and girls. It&#8217;s mission is to empower young women by educating and [&#8230;],"Fri, 05 May 2023 02:16:46 +0000",Chief Editor
Lusaka Times,Sports,Stadium Hooliganism Irks Kamanga,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"FAZ president Andrew Kamanga says he is expecting the Disciplinary Committee to take action over increasing incidents of hooliganism during football matches. Nkana supporters have been accused of almost causing the abandonment of the Kitwe derby against Power Dynamos last Saturday after throwing objects on the pitch. In his weekly column dubbed President&#8217;s Corner, Kamanga [&#8230;]","Tue, 02 May 2023 12:52:13 +0000",sports
Lusaka Times,Sports,RUGBY: Resurgent Diggers Maintain Top Spot,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Diggers maintained their stay at the top of the National Rugby League after beating Eagles 20- 12 in the Week Six match. This was Diggers&#8217;s fourth win in five matches as they aim to dethrone champions Red Arrows. Leaders Diggers have 18 points followed by Buffaloes on 17 points and third placed Arrows have 13 [&#8230;],"Tue, 02 May 2023 06:33:57 +0000",sports
Lusaka Times,General News,10 Killed in Road Accident in Mkushi; Fatal Hit and Run in Chingola; 6 Injured in Ndola/Kitwe Road Accident,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Ten (10) people have been killed after a Toyota Corolla they were on collided with a Toyota Rav4 in Mkushi District of Central Province. Central Province Police Commanding Officer David Chileshe confirmed the news saying the accident happened around 21:39 hours on Sunday night at the Sino Hydro gate. Mr. Chileshe disclosed that the deceased [&#8230;],"Tue, 02 May 2023 03:41:31 +0000",Chief Editor
Lusaka Times,Economy,Government  says it has found  solutions to challenges at Konkola Copper Mine-KCM,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"The Mines Minister, Paul Kabuswe, has announced that the government has found a solution to the challenges at Konkola Copper Mine-KCM. Kabuswe made this announcement during a public meeting at Twafwane School ground in Chililabombwe District, where he was accompanied by President Hakainde Hichilema on a working visit. According to Kabuswe, the government is currently [&#8230;]","Sun, 30 Apr 2023 05:24:18 +0000",Chief Editor
Lusaka Times,Sports,Power Sink Nkana in Riotous Derby,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Nkana supporters on Saturday almost caused an abandonment of the Kitwe derby against Power Dynamos after a mini-riot ensured in the stands late in the second half at Arthur Davies Stadium. The disturbance in the stands began after Andy Boyeli put the home side Power a 1-0 lead in the 78th minute against the run [&#8230;],"Sat, 29 Apr 2023 23:16:18 +0000",sports
Lusaka Times,Headlines,Copperbelt Residents Demand Decision on KCM and Mopani Mines from President Hichilema,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Copperbelt residents have called on President Hakainde Hichilema to make a quick decision regarding the Konkola Copper Mines (KCM) and Mopani Copper Mines, both of which have been facing challenges. This comes after the previous government placed KCM under liquidation, leading to hardships for many Copperbelt residents who depended on the mines for their livelihoods. [&#8230;]","Sat, 29 Apr 2023 05:55:34 +0000",Chief Editor
Lusaka Times,Economy,Newly appointed Mines Mines Permanent Secretary called upon to  halt rampant illegal mining of precious stones,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Emerald Production Watch of Zambia president Musa Kafimbwa has appealed to the newly appointed Ministry of Mines Permanent Secretary Hapenga Kabeta to halt the rampant illegal mining of precious stones in the country and bring sanity in the gemstone sector. Speaking in an interview in Kitwe today, Mr Kafimbwa bemoaned the numerous irregularities and underperformance [&#8230;]","Mon, 24 Apr 2023 16:35:54 +0000",Chief Editor
Lusaka Times,Economy,Duty free equipment boost in mining sector,https://www.lusakatimes.com/search/kitwe/feed/rss2/,The Kitwe Chamber of Commerce has disclosed that the suspension of duty on importation of mining equipment has helped to increase production in the Mining sector. Chamber Vice president Lackson Simwiinga said the increased production has also helped to create more jobs and increased revenue for government. Speaking in Kitwe when the Parliamentary Committee on [&#8230;],"Sun, 23 Apr 2023 16:44:29 +0000",Chief Editor
Lusaka Times,Sports,Leaders Power Dynamos Visit Nchanga With Finish Line Sight,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Leaders Power Dynamos are out to close in on their first league title in 12 years as they face Nchanga Rangers in the away FAZ Super Division match at Nchanga Stadium. Power just need six points from the remaining five matches to win the league title. Power and Nchanga clash heads in the round 30 [&#8230;],"Sat, 22 Apr 2023 05:31:53 +0000",sports
Lusaka Times,General News,CDF online procurement system not inclusive-Committee,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"The Parliamentary Committee on Delegated Legislation has noted that the newly introduced Electronic Government Procurement System (GEPS) under the Statutory Instrument (SI) No. 30 of 2022, has failed to effectively facilitate an inclusive access to Constituency Development Fund (CDF) contracts. Committee Chairperson, Remember Mutale, said the system has failed to incorporate some sections of the [&#8230;]","Fri, 21 Apr 2023 16:49:30 +0000",Chief Editor
Lusaka Times,General News,Kamono Farm Initiative Limited and Kamono Cooperative Society Limited directors arrested for fraud and money laundering causing anxiety to investors.,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Anxiety has gripped scores of Zambians that have invested their money in Kamono Farm Initiative Limited and Kamono Cooperative Society Limited following the arrest of people behind the two firms by the Drug Enforcement Commission (DEC). DEC has since seized Kamono’s funds and frozen the accounts. Kamono Farm has been offering contract farming which is [&#8230;],"Fri, 21 Apr 2023 10:28:18 +0000",Chief Editor
Lusaka Times,Health,NGOs open 6 community health posts in Copperbelt Province to identify more people living with HIV/AIDS,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Six (6) community health posts have been opened in defence force units and surrounding communities in the Copperbelt Province with the aim of identifying more people living with HIV/AIDS to enable them access counseling and treatment. The community posts being run by a consortium of NGOs in the health sector have been launched in Ndola’s [&#8230;],"Thu, 20 Apr 2023 06:19:59 +0000",Chief Editor
Lusaka Times,General News,Criminals attack Chinese nationals in Chingola,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Criminals in Chingola have shot and injured two Chinese nationals and got away with K200, 000. The victims are identified as Tony Dong, aged 33 and Su Bei Qiang also a Chinese national aged 45 who sustained a gun shot in the stomach and a painful back after he was hit with a block. The [&#8230;]","Wed, 19 Apr 2023 12:56:39 +0000",Chief Editor
Lusaka Times,Headlines,"Government is keen on addressing bottlenecks in mining sector, Labour Minister tells Miners",https://www.lusakatimes.com/search/kitwe/feed/rss2/,Labour Minister Brenda Tambatamba has assured mine unions that her ministry will address all the labour bottlenecks to ensure increased production in the mining sector. Ms. Tambatamba said the Ministry has developed a computerized Labour Information System which will help to detect and address all labour issues. Speaking when she met mine workers union leaders [&#8230;],"Wed, 19 Apr 2023 04:26:57 +0000",Chief Editor
Lusaka Times,General News,Criminals attack Chinese nationals wound them,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"A 33-year-old Chinese national of Clastone Technology Company in Chingola has sustained a bullet wound in the stomach while his 45-year-old work mate, also Chinese, has a painful back after being attacked by armed robbers who were carrying three Pistols, pangas and iron bars. Copperbelt Province Commanding Officer Peacewell Mweemba said Tony Dong, a Chinese [&#8230;]","Tue, 18 Apr 2023 17:02:37 +0000",Chief Editor
Lusaka Times,General News,People queue for Partial Withdraws at NAPSA,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Scores of people in the Copperbelt Province have lined up at National Pension Scheme Authority (NAPSA) offices in a bid to access the partial pension withdrawal that came into effect on Monday. President Hakainde Hichilema on Monday signed into law, the National Pension Scheme Amendment Bill 2023 which allows for the partial withdrawal of pensions. [&#8230;]","Tue, 18 Apr 2023 14:29:13 +0000",Chief Editor
Lusaka Times,Health,Healthcare Federation of Zambia formed to bridge gap between public and private healthcare sectors,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Several associations which represent a network of over 200 private clinics, hospitals and pharmacies have teamed up to form the Healthcare Federation of Zambia (HFZ) in a bid to strengthen communication and collaboration among public and private sector partners. HFZ has attracted stakeholders that include Zambia Association for Private Hospitals (ZAPH), Zambia Pharmaceuticals Business Forum [&#8230;]","Tue, 18 Apr 2023 10:54:24 +0000",Chief Editor
Lusaka Times,General News,Kitwe residents riot after fatal accident on Ndola-Kitwe Road,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Some residents of Kitwe’s Chamboli and Mulenga Townships have rioted after a fatal accident on the Ndola-Kitwe Road that killed a pedestrian on Monday afternoon. After the accident members of the public mobilised themselves and started blocking the Ndola-Kitwe Road while throwing stones Police Copperbelt Commanding Officer Peacewell Mweemba said the situation at Chamboli junction [&#8230;],"Tue, 18 Apr 2023 03:34:21 +0000",Chief Editor
Lusaka Times,Economy,Mundubile Urges Government to Engage Commercial Farmers for Winter Maize to Avert Food Crisis,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Leader of the opposition in Parliament and Patriotic Front (PF) party presidential hopeful Brian Mundubile has told the Government to instantly engage commercial farmers to consider growing winter maize before the food shortage deteriorates into a crisis of uncontrollable levels. Mr. Mundubile, the Mporokoso Member of Parliament, said the current mealie meal situation might worsen [&#8230;]","Fri, 14 Apr 2023 13:58:48 +0000",Chief Editor
Lusaka Times,Economy,Government  asked to equip gemstone small scale miners,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Emeralds And Semi-Precious Stones Mining Association of Zambia (ESMAZ) President Victor Kalesha has appealed to government to ensure that it puts measures that will increase production in the gemstone sub-sector next year. Speaking in an interview in Kitwe yesterday in response to Minister of Finance Dr. Situmbeko Musokotwane’s call for submissions for the 2024 National [&#8230;],"Thu, 13 Apr 2023 04:47:50 +0000",Chief Editor
Lusaka Times,Feature Politics,Mealie meal shortages could lead to civil strife – Binwell Mpundu,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Kitwe’s independent Nkana Member of Parliament Binwell Mpundu has warned that mealie meal shortages coupled with rampant smuggling of the staple food has the potential to bring civil strife in the country. A critical shortage of mealie meal has hit some parts of the country in particular Copperbelt Province where people are lining up to [&#8230;],"Mon, 10 Apr 2023 13:30:13 +0000",Chief Editor
Lusaka Times,Economy,Government sets up a Task Force Team to Curb Smuggling of Mealie Meal in all border Areas.,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Copperbelt Province Minister, Elisha Matambo, says a task force has been set to curb the smuggling of maize in all border areas. Mr. Matambo said the task force will patrol all border areas 24/7 and that all persons involved will face arrest while commodities and vehicles impounded risk being forfeited to the state. &#8221; The [&#8230;]","Mon, 10 Apr 2023 04:52:16 +0000",Chief Editor
Lusaka Times,Sports,MUZA Down Trident To Set Up ABSA Cup Final Date Against Forest,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Forest Rangers and FC Muza will faceoff in the final of the 2023 ABSA Cup following their respective semifinal triumphs this weekend. Muza on Sunday joined Forest in the cup final to be played on May 20 after edging Division One side Trident 1-0 in the second semifinal at Arthur Davies Stadium in Kitwe. Substitute [&#8230;],"Sun, 09 Apr 2023 22:42:47 +0000",sports
Lusaka Times,General News,The UPND Government has been the Biggest Smuggler of Maize and Must Take Responsibility-Monde,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Patriotic Front (PF) Presidential Candidate Hon Greyford Monde has accused the government of being the biggest smuggler of maize and called on them to take responsibility for the ongoing hunger crisis in the country. Monde, who is also the Patriotic Front (PF) Presidential Candidate, criticized the government for their inconsistent agricultural policies and their desire [&#8230;]","Fri, 07 Apr 2023 04:47:59 +0000",Chief Editor
Lusaka Times,Sports,Nkana Stage Dramatic Late Rally to Beat Nkwazi,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Nkana on Saturday extended their current unbeaten run in style when they rallied from one down at halftime to snatch a stoppage-time winner at home against Nkwazi. The Kitwe giants beat relegation-battling Nkwazi 2-1 at Nkana Stadium in Kitwe to extend their unbeaten run to eight straight league games. It was a huge test for [&#8230;],"Sat, 01 Apr 2023 19:23:13 +0000",sports
Lusaka Times,Rural News,There are currently over one million beneficiaries on social cash transfer Zambia,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"There are currently over one million beneficiaries of the social cash transfer programme in Zambia. Social Cash Transfer Project (STCP) Coordinator, Stephan Chiwele, said the beneficiaries have since received their January and February funds and are currently waiting for Mach and April payments. “We have a total of one million and twenty seven thousand beneficiaries [&#8230;]","Sat, 01 Apr 2023 05:57:00 +0000",Chief Editor
Lusaka Times,Sports,Nkana Eye Top 6 in Nkwazi Home Date,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Resurgent Nkana are eying the top six as the FAZ Super Division campaign resumes following the recent international break. Nkana on Saturday host struggling Nkwazi in a round 28 match at home in Wusakile, Kitwe Ninth placed Kalampa are unbeaten in their last six games in which they have posted four wins and two draws. [&#8230;]","Fri, 31 Mar 2023 15:15:25 +0000",sports
Lusaka Times,Sports,RUGBY: Champions Arrows  Start Season With Big Win,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Defending champions Red Arrows have kicked off the 2023 National Rugby League with victory over Green Eagles at home in Lusaka. Arrows beat Eagles 26-3 Eagles in the Week One tie to take an early lead in the league with five points. Arrows scored tries by Edmond Himayuwa, Chileshe Chibamba, Lawrence Kaushiku and Elisha Bwalya. [&#8230;]","Mon, 27 Mar 2023 17:51:12 +0000",sports
Lusaka Times,Columns,USA seems to undervalue China’s role in Zambian Economy: Here is how deep the ties are,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"China can easily unlock debt restructuring talks, if Zambia……&#8230; • The West and USA underestimate the depth of Zambia-China relationship, and any attempts at decoupling Zambia from China will be futile as their ties are just too deep. • China is Zambia’s largest trading partner, the largest investor, the largest creditor, largest consumer of Zambian [&#8230;]","Mon, 27 Mar 2023 10:45:38 +0000",Chief Editor
Lusaka Times,Sports,WEEKEND SCORECARD: Grant Salutes Patson Daka,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Zambia coach Avram Grant has saluted two-goal hero Patson Daka for leading Chipolopolo to victory against Lesotho on Sunday. The Leicester City striker struck in both halves on March 26 to lead Zambia to a 2-0 away win over Lesotho at Dobsonville Stadium in Johannesburg. &#8220;Daka did a very good job in the first game. [&#8230;],"Mon, 27 Mar 2023 10:30:37 +0000",sports
Lusaka Times,General News,Danny Pule urges the UPND government to address poverty and homosexuality,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Opposition Christian Democratic Party leader, Danny Pule has urged government to urgently address the high cost of living in the country. Dr Pule has noted that the cost of living has reached extreme levels making it hard for ordinary Zambians to survive. Speaking at a press briefing in Kitwe today, Dr. Pule alleged that poverty [&#8230;]","Sun, 26 Mar 2023 11:32:17 +0000",Chief Editor
Lusaka Times,Headlines,Zambian Opposition Leader Warns Against Violation of Constitution in ZNBC Director General Removal,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Opposition leader in Zambia&#8217;s Parliament, Brian Mundubile, has warned that removing Zambia National Broadcasting Corporation (ZNBC) Director General Berry Lwando on regional basis would violate Article 259 of the Constitution of Zambia. Mr. Mundubile, who is also a Presidential Candidate for the Patriotic Front (PF), stated that the UPND party, which is currently in power, [&#8230;]","Fri, 24 Mar 2023 10:34:09 +0000",Chief Editor
Lusaka Times,Feature Politics,Zambians are Angry with UPND – Frank Ng’ambi,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"POVERTY levels have risen in the country and there is growing disenchantment among citizens and the UPND government and President Hakainde Hichilema should be ready to exit because Zambians are ready another change of government, the Patriotic Front has said. Frank Ng’mbi, the PF’s chairman for industry says the UPND and President Hichilema should not [&#8230;]","Wed, 22 Mar 2023 10:27:51 +0000",Chief Editor
Lusaka Times,Economy,I’m not  being investigated secretly by the Anti-Corruption Commission over corruption allegations,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Minister of Finance and National Planning Dr. Situmbeko Musokotwane has refuted allegations made by the African Parliamentary Network Against Corruption (APNAC) suggesting that he is being investigated secretly by the Anti-Corruption Commission (ACC) over corruption allegations. Speaking during a media briefing in Lusaka on Tuesday, APNAC Secretary General Munir Zulu said Dr. Musokotwane and Minister [&#8230;]","Wed, 22 Mar 2023 08:33:31 +0000",Chief Editor
Lusaka Times,General News,Lawyers encouraged to interact with clients – Kasongo,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Copperbelt Province Permanent Secretary, Augustine Kasongo has encouraged lawyers to enhance their skills in order for them to be available to offer clients more than one option to resolve disputes. Mr Kasongo said having lawyers assisting with the growth of mediation will help them to advise clients on the best options to resolve their disputes. [&#8230;]","Tue, 21 Mar 2023 05:23:23 +0000",Chief Editor
Lusaka Times,Sports,WEEKEND SCORECARD: Nkana Toast First Away Win in Lusaka This Season,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Nkana coach Beston Chambeshi has reflected on the resurgent Kitwe giant’s first away win in Lusaka this season where they beat defending champions Red Arrows on Saturday. Nkana beat Arrows 1-0 at Nkoloma Stadium through a 69th minute Jacob Ngulube goal. Green Buffaloes and Zanaco beat Nkana 1-0 and 3-2 respectively while they left Nkwazi [&#8230;],"Mon, 20 Mar 2023 18:43:37 +0000",sports
Lusaka Times,General News,Ex-miners want private meeting with President Hichilema,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"The ex-miners in Zambia have called for an up-close engagement with President Hakainde Hichilema for them to present their challenges. Speaking in an interview with ZANIS in Kitwe, National Ex-Miners and Allied Workers Association president, Lucky Zulu, said the meeting which the ex-miners have last week with the Head of State was not conducive for [&#8230;]","Mon, 20 Mar 2023 15:51:30 +0000",Chief Editor
Lusaka Times,Feature Politics,Mweetwa wrong on HH’s use of Ukutumpa says George Mpombo,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Former Defence Minister George Mpombo has criticized the United Party for National Development (UPND) spokesperson Cornelius Mweetwa for defending President Hakainde Hichilema&#8217;s personal attacks on his predecessor, Edgar Lungu. Dr Mpombo has stated that President Hichilema’s assault on the integrity of Mr Lungu was uncalled for and beyond justification politically or morally. In response to [&#8230;]","Mon, 20 Mar 2023 08:08:50 +0000",Chief Editor
Lusaka Times,Headlines,President Hichilema is  showing traits of a dictator by using strong language against his predecessor – Kabimba,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Economic Front (EF) President Wynter Kabimba has accused President Hakainde Hichilema of showing traits of a dictator by using strong language against his predecessor Edgar Lungu. During a UPND party meeting in Kitwe on Monday, President Hichilema said it was stupid &#8220;Ukutumpa&#8221; that Mr. Lungu and the PF wanted to retain power through violence and [&#8230;]","Sat, 18 Mar 2023 04:48:44 +0000",Chief Editor
Lusaka Times,General News,"Japan to improve health care delivery in Kitwe, Ndola",https://www.lusakatimes.com/search/kitwe/feed/rss2/,"By Benedict Tembo THE Japanese government has committed 4.534 billion Japanese yen to strengthen the Zambian health system to deal with infectious diseases and other common but serious ailments in the long term. Japan expects that Zambia, with a wholly strengthened health system, will emerge as a stronger and more resilient player in sub-Saharan Africa [&#8230;]","Fri, 17 Mar 2023 03:11:23 +0000",Chief Editor
Lusaka Times,General News,Six Arrested in Copperbelt for Attempted Smuggling of 800 Bags of Mealie Meal to DR Congo.,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Copperbelt Police have arrested six people after intercepting 800 bags of mealie meal in Ndola believed to be destined for smuggling to DR Congo through Sakanya Border. Copperbelt Police Commanding Officer Peacewell Mweemba said the six were found around 02:00 hours on Wednesday morning in a Pajero that was escorting a tipper truck carrying about [&#8230;],"Thu, 16 Mar 2023 15:46:01 +0000",Chief Editor
Lusaka Times,Headlines,President Hakainde Hichilema should swallow his pride and privately engage his predecessor Edgar Lungu,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Civil Rights Activist Brebner Changala has said President Hakainde Hichilema should swallow his pride and privately engage his predecessor Edgar Lungu over their differences. The cold relationship between President Hichilema and former President Lungu was highlighted that Monday when the head of state used strong language against ECL. During a UPND party meeting in Kitwe [&#8230;],"Wed, 15 Mar 2023 12:56:36 +0000",Chief Editor
Lusaka Times,Feature Politics,PF fumes over “Kutumpa” statement,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"Zambians know that former republican President Edgar Chagwa Lungu (ECL) ‘Tatumpa’ (he is not stupid) and actually they are the ones who are pushing further ‘ the Alebwelelapo’ agenda which has continued to unsettle the ruling party especially after the huge turn out of PF members on Women and Youth Day Celebrations,’’ the PF has [&#8230;]","Wed, 15 Mar 2023 12:02:45 +0000",Chief Editor
Lusaka Times,Headlines,"Mundubile, Speaks out against the current government’s treatment of former President Edgar Lungu",https://www.lusakatimes.com/search/kitwe/feed/rss2/,"The leader of the opposition in Parliament, Brian Mundubile, has spoken out against the current government&#8217;s treatment of former President Edgar Lungu. Mundubile, who is also the presidential candidate for the Patriotic Front, criticized President Hakainde Hichilema for limiting Lungu&#8217;s freedom of association and urged the government to focus on addressing the country&#8217;s economic problems. [&#8230;]","Tue, 14 Mar 2023 15:48:07 +0000",Chief Editor
Lusaka Times,Feature Politics,Socialist Party Blame UPND Youths for Youth Day Violence,https://www.lusakatimes.com/search/kitwe/feed/rss2/,The Socialist Party in the Copperbelt Province has blamed youths from the UPND over the notorious Youth Day violence in Kitwe that erupted between UPND and PF supporters in which some people were injured and vehicles got damaged. The violence that happened just a few meters away from Wusakile Police Station saw at least three [&#8230;],"Tue, 14 Mar 2023 11:50:21 +0000",Chief Editor
Lusaka Times,Headlines,Zambia Police say they are yet to make arrests from the infamous Youth Day Violence,https://www.lusakatimes.com/search/kitwe/feed/rss2/,Copperbelt Police say they are yet to make any arrests from the infamous Youth Day violence in Kitwe that erupted between UPND and PF supporters in which some people were injured and vehicles got damaged. Copperbelt Police Chief Peacewell Mweemba said Police have already launched investigations into the violence that happened just a few meters [&#8230;],"Tue, 14 Mar 2023 11:48:06 +0000",Chief Editor
Lusaka Times,Sports,RUGBY: Arrows Win Nchanga 10’s Rugby Title,https://www.lusakatimes.com/search/kitwe/feed/rss2/,"The Red Arrows B won the 2023 Nchanga Tens Rugby tournament after overcoming the Arrows main team 26-14 in the cup final in Chingola. Champions Arrows B scored tries by Trevor Kibonge, Vincent Nkole, Charles Kafwimbi as Kibonge, Nkole and Kafwimbi made a conversion each. Arrows A scored tries by Brian Mbalwe, Pekah Phiri before [&#8230;]","Tue, 14 Mar 2023 11:23:20 +0000",sports
Lusaka Times,Feature Politics,"Socialist Party President condemns UPND violence as barbarism, warns against using violence as a political strategy in multiparty dispensation",https://www.lusakatimes.com/search/kitwe/feed/rss2/,"The recent violence on Youth Day in Kitwe, where UPND supporters attacked PF youths, has been condemned by Fred M&#8217;membe, the President of the Socialist Party. In his statement, M&#8217;membe emphasized that violence has no place in politics and should never be deployed as a political strategy or tactic. M&#8217;membe stated, &#8220;The violence of the [&#8230;]","Tue, 14 Mar 2023 05:10:06 +0000",Chief Editor
Lusaka Times,Headlines,"Edgar Lungu and the Patriotic Front  won’t reclaim power, declares HH",https://www.lusakatimes.com/search/kitwe/feed/rss2/,"President Hakainde Hichilema has charged that his predecessor Edgar Lungu and the Patriotic Front (PF) won&#8217;t reclaim power. President Hichilema said the PF are scheming to divide the UPND as they seek to retain to power in future. During a UPND party meeting in Kitwe on Monday, President Hichilema said it was stupid &#8220;Ukutumpa&#8221; that [&#8230;]","Tue, 14 Mar 2023 04:57:31 +0000",Chief Editor
Lusaka Times,General News,"Police Intercept 30 Tonnes of Suspected Stolen Copper Concentrate in Kitwe, Two Detained",https://www.lusakatimes.com/search/kitwe/feed/rss2/,Thirty (30) tonnes of suspected stolen or unlawfully obtained Copper concentrate has been incepted by Police on the Copperbelt Province. Copperbelt Police Commanding Officer Peacewell Mweemba has confirmed that two people have been detained by police in Kitwe in connection with the case. Mr. Mweemba said Police incepted the copper which was in transit at [&#8230;],"Mon, 13 Mar 2023 15:25:16 +0000",Chief Editor
